occurrenceID,scientificName,recordedBy,catalogNumber,recordNumber,occurrenceRemarks,eventID,eventDate,year,month,day,decimalLatitude,decimalLongitude,locationID,countryCode,stateProvince,county,locality
4a1867de-103e-4a00-97e8-276d1b51ee05,Epilobium coloratum Biehler,Rachel Hackett & Hillary Karbowski,BVF15-10,RHHK525,Population - Flowering.,BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
47afccf1-094e-4a83-aa8a-7b9e295319e3,Typha angustifolia L.,Rachel Hackett & Hillary Karbowski,BVF15-3,RHHK9,"Population - Dominant, dense in places. Fruiting.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
7a58cc5d-4197-4003-ba0b-6727f9a9b184,Eutrochium maculatum (L.) E.E.Lamont,Rachel Hackett & Hillary Karbowski,BVF15-4,RHHK47,"Population - Dominant Asteraceae in area. Most blooming, a few seeding.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
6eab892d-26ab-435d-964e-65134a035f5c,Solidago canadensis L.,Rachel Hackett & Hillary Karbowski,BVF15-5,RHHK466,"Population - Flowering, some with spent flowers.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
beb3fe2b-f736-40bd-aa99-98c229d0acd6,Solidago canadensis L.,Rachel Hackett & Hillary Karbowski,BVF15-6,RHHK629,Population - In various states of budding to spent flowers.,BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
4e06585e-b487-4966-ae5d-7cb038301df0,Solidago gigantea Aiton,Rachel Hackett & Hillary Karbowski,BVF15-7,RHHK570,"Population - Most haven't flowered, some flowering.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
680a1bfd-9ac4-4b10-876f-86e555e1787c,Galium asprellum Michx.,Rachel Hackett & Hillary Karbowski,BVF15-8,RHHK142,"Population - Much branched, fruiting and flowering. Fruits smooth, corollas 4.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
be3c86c6-17ce-4683-890a-dbfeee7a879b,Mentha canadensis L.,Rachel Hackett & Hillary Karbowski,BVF15-9,RHHK499,"Population - Flowering (white). Clumped, common.",BVF15,8/30/2012,2012,8,30,42.74491,-83.4496,BVF,US,Michigan,Oakland,Bridge Valley Fen
026b70ba-0abc-41fb-8516-eb398c75287f,Symphyotrichum boreale (Torr. & A.Gray) Á.Löve & D.Löve,Rachel Hackett & Hillary Karbowski,BVF1-6,RHHK424,Population - One under 16cm found in Dasiphora fruticosa. No flowers found singly.,BVF1,6/26/2012,2012,6,26,42.74693,-83.45055,BVF,US,Michigan,Oakland,Bridge Valley Fen
01030340-b9de-40c8-87bb-6d5dd32fe4f7,Carex stricta Lam.,Rachel Hackett & Hillary Karbowski,BVF16-1,RHHK430,"Population - Dominant, no fruits. Tussocks reaching 45cm.",BVF16,8/31/2012,2012,8,31,42.74507,-83.4492,BVF,US,Michigan,Oakland,Bridge Valley Fen
66634b1c-3646-4274-a112-b604c2b44325,Lycopus uniflorus Michx.,Rachel Hackett & Hillary Karbowski,BVF16-10,RHHK650,Population - Flowering and fruiting.,BVF16,8/31/2012,2012,8,31,42.74507,-83.4492,BVF,US,Michigan,Oakland,Bridge Valley Fen
d1ae603f-5b48-4d98-b2a6-639e18563005,Carex lacustris Willd.,Rachel Hackett & Hillary Karbowski,BVF16-2,RHHK740,Population - No fruits. Small clumps or single. Common.,BVF16,8/31/2012,2012,8,31,42.74507,-83.4492,BVF,US,Michigan,Oakland,Bridge Valley Fen
44ea36ae-06ea-4896-811e-848205475e76,Thelypteris palustris Schott,Rachel Hackett & Hillary Karbowski,BVF16-3,RHHK661,"Population - Abundant, fertile fronds present.",BVF16,8/31/2012,2012,8,31,42.74507,-83.4492,BVF,US,Michigan,Oakland,Bridge Valley Fen
d6acb254-88bf-4736-8c53-df0c08fd37c2,Eutrochium maculatum (L.) E.E.Lamont,Rachel Hackett & Hillary Karbowski,BVF16-4,RHHK47,"Population - Most abundant Asteraceae. Most blooming, some seeded. Up to 1.75m tall.",BVF16,8/31/2012,2012,8,31,42.74507,-83.4492,BVF,US,Michigan,Oakland,Bridge Valley Fen
